,SUBTFA,SYSTEMID,DEVICE NUMBER,DEVICE DESCRIPTION,DEVICE SERIAL NUMER,SITE,WORK ORDER NUMBER,WORK ORDER DESCRIPTION,WORK ORDER PRIORITY DESCRIPTION,WOTYPE_DESCRIPTION,FUNCTIONAL LOCATION DRILL DOWN,FUNCTIONAL LOCATION DESCRIPTION,PROBLEMREPORTED,ACTIONCOMPLETED,TIME TO RETURN (Days.% of 24hrs),LOT YEAR,AFFECTED PART UNIQUE IDENTIFIER,AFFECTED PART NUMBER,AFFECTED PART NAME,AFFECTED PART SERIAL NUMBER,MAINTENANCE ACTION,NUMPARTSFROMSTOREROOM,NUMPARTSFROMPO,DATE SENT TO VENDOR,DATE RECEIVED FROM VENDOR,REPAIR PART OWNERSHIP,REPAIR PART NUMBER,REPAIR PART NAME,REPAIR PART SERIAL NUMBER,REPAIR PART STOCKTYPE,REPAIR CATEGORY,REPAIR PART FARCODE,TOTAL WORK ORDER LABOR,LONG DESCRIPTION,Unnamed: 34
323,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR6904829,NSTD - TAG 121970 REPAIR AS NEEDED,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2015-06-16 14:10:28.0000000,2015-10-17 07:45:00.0000000,122.7326,7,Not applicable to Material Items,81B000-NSTD,"MODULE, CONTROL, IEI",Not required for Material items,Pulled from Storeroom,1,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,LM556CN,"I.C., 14-DIP, 16V, TIMER-DUAL, TEXAS INSTRUMENTS",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,1,"Symptom- REPAIR AS NEEDED_x000D_
							_x000D_
Fault Isolation- CONNECTED TO TEST UNIT, MEASURED FREQUENCIES, VOLTAGES AND PUSLEWIDTHS	_x000D_
_x000D_
							_x000D_
Corrective Action- ALIGNED AND ADJUSTED, RFI"
324,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR6904829,NSTD - TAG 121970 REPAIR AS NEEDED,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2015-06-16 14:10:28.0000000,2015-10-17 07:45:00.0000000,122.7326,7,Not applicable to Material Items,81B000-NSTD,"MODULE, CONTROL, IEI",Not required for Material items,Pulled from Storeroom,2,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,LM340T12,"TRANSISTOR, REGULATOR, 12V, 500MA",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,1,"Symptom- REPAIR AS NEEDED_x000D_
							_x000D_
Fault Isolation- CONNECTED TO TEST UNIT, MEASURED FREQUENCIES, VOLTAGES AND PUSLEWIDTHS	_x000D_
_x000D_
							_x000D_
Corrective Action- ALIGNED AND ADJUSTED, RFI"
325,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR6904829,NSTD - TAG 121970 REPAIR AS NEEDED,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2015-06-16 14:10:28.0000000,2015-10-17 07:45:00.0000000,122.7326,7,Not applicable to Material Items,81B000-NSTD,"MODULE, CONTROL, IEI",Not required for Material items,Pulled from Storeroom,1,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,2N4347,TRANSISTOR,Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,1,"Symptom- REPAIR AS NEEDED_x000D_
							_x000D_
Fault Isolation- CONNECTED TO TEST UNIT, MEASURED FREQUENCIES, VOLTAGES AND PUSLEWIDTHS	_x000D_
_x000D_
							_x000D_
Corrective Action- ALIGNED AND ADJUSTED, RFI"
326,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR6904829,NSTD - TAG 121970 REPAIR AS NEEDED,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2015-06-16 14:10:28.0000000,2015-10-17 07:45:00.0000000,122.7326,7,Not applicable to Material Items,81B000-NSTD,"MODULE, CONTROL, IEI",Not required for Material items,Pulled from Storeroom,1,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,2N3054,TRANSISTOR,Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,1,"Symptom- REPAIR AS NEEDED_x000D_
							_x000D_
Fault Isolation- CONNECTED TO TEST UNIT, MEASURED FREQUENCIES, VOLTAGES AND PUSLEWIDTHS	_x000D_
_x000D_
							_x000D_
Corrective Action- ALIGNED AND ADJUSTED, RFI"
327,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR6904829,NSTD - TAG 121970 REPAIR AS NEEDED,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2015-06-16 14:10:28.0000000,2015-10-17 07:45:00.0000000,122.7326,7,Not applicable to Material Items,81B000-NSTD,"MODULE, CONTROL, IEI",Not required for Material items,Pulled from Storeroom,1,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,T354A105J035AT7301,"CAPACITOR, 1UF, 35V, KEMET",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,1,"Symptom- REPAIR AS NEEDED_x000D_
							_x000D_
Fault Isolation- CONNECTED TO TEST UNIT, MEASURED FREQUENCIES, VOLTAGES AND PUSLEWIDTHS	_x000D_
_x000D_
							_x000D_
Corrective Action- ALIGNED AND ADJUSTED, RFI"
328,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR6904830,TAG 121949 REPAIR AS NEEDED,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2015-06-16 14:10:20.0000000,2015-09-08 14:42:40.0000000,84.0222,7,Not applicable to Material Items,81B000-NSTD,"MODULE, CONTROL, IEI",Not required for Material items,Pulled from Storeroom,1,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,SPR1LT52R470J,"CARBON RESISTOR, AXIAL, 47OHM, 1W, 5%, MOUSER",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,2,"Symptom- REPAIR AS NEEDED_x000D_
							_x000D_
Fault Isolation- CONNECTED TO TEST UNIT, MEASURED FREQUENCIES, VOLTAGES AND PUSLEWIDTHS	_x000D_
_x000D_
							_x000D_
Corrective Action- REPLACED R5 AND C2, ALIGNED AND ADJUSTED, RFI"
329,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR6904830,TAG 121949 REPAIR AS NEEDED,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2015-06-16 14:10:20.0000000,2015-09-08 14:42:40.0000000,84.0222,7,Not applicable to Material Items,81B000-NSTD,"MODULE, CONTROL, IEI",Not required for Material items,Pulled from Storeroom,1,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,TD1.0M50,"Capacitor, 1.0 mfd 50V, Tantalum",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,2,"Symptom- REPAIR AS NEEDED_x000D_
							_x000D_
Fault Isolation- CONNECTED TO TEST UNIT, MEASURED FREQUENCIES, VOLTAGES AND PUSLEWIDTHS	_x000D_
_x000D_
							_x000D_
Corrective Action- REPLACED R5 AND C2, ALIGNED AND ADJUSTED, RFI"
330,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR6904831,TAG 121953 REPAIR AS NEEDED,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2015-06-16 14:10:22.0000000,2015-09-08 15:26:12.0000000,84.0527,7,Not applicable to Material Items,81B000-NSTD,"MODULE, CONTROL, IEI",Not required for Material items,Repaired at Bench,0,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,No parts issued from Inventory,No parts issued to workorder,No parts issued to workorder,No Parts Issued from Inventory,No Parts Issued from Inventory,Fair Wear and Tear,No Parts Issued from Inventory,2,"Symptom- REPAIR AS NEEDED_x000D_
							_x000D_
Fault Isolation- CONNECTED TO TEST UNIT, MEASURED FREQUENCIES, VOLTAGES AND PUSLEWIDTHS	_x000D_
_x000D_
							_x000D_
Corrective Action- ALIGNED AND ADJUSTED, RFI"
331,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR6904832,TAG 121955 REPAIR AS NEEDED,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2015-06-16 14:10:22.0000000,2015-09-08 15:41:01.0000000,84.0631,7,Not applicable to Material Items,81B000-NSTD,"MODULE, CONTROL, IEI",Not required for Material items,Pulled from Storeroom,1,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,MS91528-1P2B,"KNOB, POINTER, 1/4 IN ROUND, 2 SET SCREWS, .702"" DIA X 1.023"" LONG X .611"" HIGH",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,1,"Symptom- REPAIR AS NEEDED_x000D_
							_x000D_
Fault Isolation- CONNECTED TO TEST UNIT, MEASURED FREQUENCIES, VOLTAGES AND PUSLEWIDTHS	_x000D_
_x000D_
							_x000D_
Corrective Action- REPLACED KNOB, ALIGNED AND ADJUSTED, RFI"
332,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR6904833,NSTD - TAG 121959 REPAIR AS NEEDED,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2015-06-16 14:10:24.0000000,2015-10-17 08:15:00.0000000,122.7534,7,Not applicable to Material Items,81B000-NSTD,"MODULE, CONTROL, IEI",Not required for Material items,Pulled from Storeroom,1,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,MS25043-16D,"COVER, ELECTRICAL CONN",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,1,"Symptom- REPAIR AS NEEDED_x000D_
							_x000D_
Fault Isolation- CONNECTED TO TEST UNIT, MEASURED FREQUENCIES, VOLTAGES AND PUSLEWIDTHS	_x000D_
_x000D_
							_x000D_
Corrective Action- ALIGNED AND ADJUSTED, RFI"
333,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR6904834,NSTD - TAG 121961 REPAIR AS NEEDED,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2015-06-16 14:10:25.0000000,2015-10-17 09:00:00.0000000,122.7847,7,Not applicable to Material Items,81B000-NSTD,"MODULE, CONTROL, IEI",Not required for Material items,Pulled from Storeroom,1,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,MS25043-16D,"COVER, ELECTRICAL CONN",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,1,"Symptom- REPAIR AS NEEDED_x000D_
							_x000D_
Fault Isolation- CONNECTED TO TEST UNIT, MEASURED FREQUENCIES, VOLTAGES AND PUSLEWIDTHS	_x000D_
_x000D_
							_x000D_
Corrective Action- ALIGNED AND ADJUSTED, RFI"
334,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR6904835,NSTD - TAG 121963 REPAIR AS NEEDED,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2015-06-16 14:10:26.0000000,2015-10-17 09:45:00.0000000,122.8159,7,Not applicable to Material Items,81B000-NSTD,"MODULE, CONTROL, IEI",Not required for Material items,Pulled from Storeroom,1,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,MS25043-16D,"COVER, ELECTRICAL CONN",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,1,"Symptom- REPAIR AS NEEDED_x000D_
							_x000D_
Fault Isolation- CONNECTED TO TEST UNIT, MEASURED FREQUENCIES, VOLTAGES AND PUSLEWIDTHS	_x000D_
_x000D_
							_x000D_
Corrective Action- ALIGNED AND ADJUSTED, RFI"
335,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR6904836,NSTD - TAG 121965 REPAIR AS NEEDED,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2015-06-16 14:10:27.0000000,2015-10-17 10:30:00.0000000,122.8472,7,Not applicable to Material Items,81B000-NSTD,"MODULE, CONTROL, IEI",Not required for Material items,Pulled from Storeroom,1,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,MS25043-16D,"COVER, ELECTRICAL CONN",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,1,"Symptom- REPAIR AS NEEDED_x000D_
							_x000D_
Fault Isolation- CONNECTED TO TEST UNIT, MEASURED FREQUENCIES, VOLTAGES AND PUSLEWIDTHS	_x000D_
_x000D_
							_x000D_
Corrective Action- ALIGNED AND ADJUSTED, RFI"
336,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR6904837,NSTD - TAG 121968 REPAIR AS NEEDED,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2015-06-16 14:10:28.0000000,2015-10-17 11:15:00.0000000,122.8784,7,Not applicable to Material Items,81B000-NSTD,"MODULE, CONTROL, IEI",Not required for Material items,Repaired at Bench,0,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,No parts issued from Inventory,No parts issued to workorder,No parts issued to workorder,No Parts Issued from Inventory,No Parts Issued from Inventory,Fair Wear and Tear,No Parts Issued from Inventory,1,"Symptom- REPAIR AS NEEDED_x000D_
							_x000D_
Fault Isolation- CONNECTED TO TEST UNIT, MEASURED FREQUENCIES, VOLTAGES AND PUSLEWIDTHS	_x000D_
_x000D_
							_x000D_
Corrective Action- ALIGNED AND ADJUSTED, RFI"
337,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR6904838,TAG 1216969 REPAIR AS NEEDED,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2015-06-16 14:10:29.0000000,2015-09-08 13:15:33.0000000,83.9618,7,Not applicable to Material Items,81B000-NSTD,"MODULE, CONTROL, IEI",Not required for Material items,Repaired at Bench,0,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,No parts issued from Inventory,No parts issued to workorder,No parts issued to workorder,No Parts Issued from Inventory,No Parts Issued from Inventory,Fair Wear and Tear,No Parts Issued from Inventory,3,"Symptom- REPAIR AS NEEDED_x000D_
							_x000D_
Fault Isolation- CONNECTED TO TEST UNIT, MEASURED FREQUENCIES, VOLTAGES AND PUSLEWIDTHS	_x000D_
_x000D_
							_x000D_
Corrective Action- ALIGNED AND ADJUSTED, RFI"
338,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR6904839,TAG 121885 REPAIR AS NEEDED,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2015-06-16 14:10:29.0000000,2015-09-08 14:15:00.0000000,84.0034,7,Not applicable to Material Items,81B000-NSTD,"MODULE, CONTROL, IEI",Not required for Material items,Repaired at Bench,0,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,No parts issued from Inventory,No parts issued to workorder,No parts issued to workorder,No Parts Issued from Inventory,No Parts Issued from Inventory,Fair Wear and Tear,No Parts Issued from Inventory,2,"Symptom- REPAIR AS NEEDED_x000D_
							_x000D_
Fault Isolation- CONNECTED TO TEST UNIT, MEASURED FREQUENCIES, VOLTAGES AND PUSLEWIDTHS	_x000D_
_x000D_
							_x000D_
Corrective Action- ALIGNED AND ADJUSTED, RFI"
339,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR6904840,NSTD - TAG 93173 REPAIR AS NEEDED,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2015-06-16 14:10:24.0000000,2015-10-17 13:00:00.0000000,122.9513,7,Not applicable to Material Items,830000,CONVERTER ASSY,Not required for Material items,Repaired at Bench,0,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,No parts issued from Inventory,No parts issued to workorder,No parts issued to workorder,No Parts Issued from Inventory,No Parts Issued from Inventory,Fair Wear and Tear,No Parts Issued from Inventory,1,"Symptom- REPAIR AS NEEDED_x000D_
							_x000D_
Fault Isolation- CONNECTED TO TEST UNIT, MEASURED FREQUENCIES, VOLTAGES AND PUSLEWIDTHS	_x000D_
_x000D_
							_x000D_
Corrective Action- REPAIRED COLD SOLDER JOINTS AT T1, RFI"
340,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR6904841,"NSTD - TAG 121935 CABLE AY, PWR AND TRIG REPAIR AS NEEDED",Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2015-06-16 14:10:25.0000000,2015-10-07 09:01:14.0000000,112.7854,7,Not applicable to Material Items,860000,"CABLE AY., PWR & TRIG.",Not required for Material items,Pulled from Storeroom,1,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,MS35058-30,"SWITCH, SPST, MOMENTARY",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,1,"Symptom- what the maintenance issue is._x000D_
REPAIR AS NEEDED_x000D_
							_x000D_
Fault Isolation- steps taken to troubleshoot maintenance issue.	_x000D_
_x000D_
							_x000D_
Corrective Action- steps take to correct maintenance issue"
341,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR6904842,TAG 121937 REPAIR AS NEEDED,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2015-06-16 14:10:26.0000000,2015-10-07 09:26:10.0000000,112.8027,7,Not applicable to Material Items,860000,"CABLE AY., PWR & TRIG.",Not required for Material items,Repaired at Bench,0,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,No parts issued from Inventory,No parts issued to workorder,No parts issued to workorder,No Parts Issued from Inventory,No Parts Issued from Inventory,Fair Wear and Tear,No Parts Issued from Inventory,0,"Symptom- REPAIR AS NEEDED_x000D_
							_x000D_
Fault Isolation- TESTED WITH METER, TESTED ON TEST BED	_x000D_
_x000D_
							_x000D_
Corrective Action- NO PROBLEM FOUND, COULD NOT DUPLICATE, RFI"
342,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR6904843,TAG 121936 REPAIR AS NEEDED,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2015-06-16 14:10:27.0000000,2015-10-07 09:17:54.0000000,112.7965,7,Not applicable to Material Items,860000,"CABLE AY., PWR & TRIG.",Not required for Material items,Repaired at Bench,0,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,No parts issued from Inventory,No parts issued to workorder,No parts issued to workorder,No Parts Issued from Inventory,No Parts Issued from Inventory,Fair Wear and Tear,No Parts Issued from Inventory,0,"Symptom- REPAIR AS NEEDED_x000D_
							_x000D_
Fault Isolation- TESTED WITH METER, TESTED ON TEST BED	_x000D_
_x000D_
							_x000D_
Corrective Action- NO PROBLEM FOUND, COULD NOT DUPLICATE, RFI"
343,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR6904844,TAG 121939 REPAIR AS NEEDED,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2015-06-16 14:10:29.0000000,2015-10-07 13:33:41.0000000,112.9743,7,Not applicable to Material Items,860000,"CABLE AY., PWR & TRIG.",Not required for Material items,Repaired at Bench,0,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,No parts issued from Inventory,No parts issued to workorder,No parts issued to workorder,No Parts Issued from Inventory,No Parts Issued from Inventory,Fair Wear and Tear,No Parts Issued from Inventory,1,"Symptom- REPAIR AS NEEDED_x000D_
							_x000D_
Fault Isolation- TESTED WITH METER, TESTED ON TEST BED_x000D_
_x000D_
							_x000D_
Corrective Action- REPAIRED BROKEN WIRE, RFI"
344,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR6904845,TAG 121940 REPAIR AS NEEDED,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2015-06-16 14:10:30.0000000,2015-06-17 09:20:00.0000000,0.7986,7,Not applicable to Material Items,860000,"CABLE AY., PWR & TRIG.",Not required for Material items,Repaired at Bench,0,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,No parts issued from Inventory,No parts issued to workorder,No parts issued to workorder,No Parts Issued from Inventory,No Parts Issued from Inventory,Fair Wear and Tear,No Parts Issued from Inventory,1,"Symptom- REPAIR AS NEEDED_x000D_
							_x000D_
Fault Isolation- TESTED WITH METER, TESTED ON TEST BED_x000D_
_x000D_
							_x000D_
Corrective Action- REPAIRED BROKEN WIRE, RFI"
345,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR6904846,HEAT SHRINK DAMAGED ON CABLE TAG 121942,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2015-06-16 14:10:32.0000000,2015-10-07 08:12:43.0000000,112.7513,7,Not applicable to Material Items,860000,"CABLE AY., PWR & TRIG.",Not required for Material items,Repaired at Bench,0,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,No parts issued from Inventory,No parts issued to workorder,No parts issued to workorder,No Parts Issued from Inventory,No Parts Issued from Inventory,Fair Wear and Tear,No Parts Issued from Inventory,1,"Symptom-HEAT SHRINK DAMAGED ON CABLE_x000D_
							_x000D_
Fault Isolation- READ WITH METER, TESTED ON TEST BED	_x000D_
_x000D_
							_x000D_
Corrective Action- REPAIRED HEAT SHRINK, RFI."
346,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR6904847,NSTD - TAG 121944 REPAIR AS NEEDED,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2015-06-16 14:10:32.0000000,2015-10-17 08:30:00.0000000,122.7638,7,Not applicable to Material Items,860000,"CABLE AY., PWR & TRIG.",Not required for Material items,Repaired at Bench,0,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,No parts issued from Inventory,No parts issued to workorder,No parts issued to workorder,No Parts Issued from Inventory,No Parts Issued from Inventory,Fair Wear and Tear,No Parts Issued from Inventory,1,"Symptom- what the maintenance issue is._x000D_
REPAIR AS NEEDED_x000D_
							_x000D_
Fault Isolation- steps taken to troubleshoot maintenance issue.	_x000D_
USED VISUAL AND ELECTRONIC CHECKS TO VERIFY OPERATION OF EQUIPMENT.	_x000D_
							_x000D_
Corrective Action- steps take to correct maintenance issue_x000D_
10-17-15 DAB  REPAIRED BROKEN CONNECTIONS ON CABLING."
347,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR6904848,NSTD - TAG 93174 REPAIR AS NEEDED,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2015-06-16 14:10:33.0000000,2015-10-17 09:30:00.0000000,122.8055,7,Not applicable to Material Items,860000,"CABLE AY., PWR & TRIG.",Not required for Material items,Repaired at Bench,0,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,No parts issued from Inventory,No parts issued to workorder,No parts issued to workorder,No Parts Issued from Inventory,No Parts Issued from Inventory,Fair Wear and Tear,No Parts Issued from Inventory,1,"Symptom- what the maintenance issue is._x000D_
REPAIR AS NEEDED_x000D_
							_x000D_
Fault Isolation- steps taken to troubleshoot maintenance issue.	_x000D_
USED VISUAL AND ELECTRONIC CHECKS TO VERIFY OPERATION OF EQUIPMENT.	_x000D_
							_x000D_
Corrective Action- steps take to correct maintenance issue_x000D_
10-17-15 DAB  REPAIRED BROKEN CONNECTIONS ON CABLING."
348,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR6904849,NSTD- TAG 121945 REPAIR AS NEEDED,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2015-06-16 14:10:34.0000000,2015-10-17 10:30:00.0000000,122.8472,7,Not applicable to Material Items,860000,"CABLE AY., PWR & TRIG.",Not required for Material items,Pulled from Storeroom,1,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,MS35058-30,"SWITCH, SPST, MOMENTARY",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,1,"Symptom- what the maintenance issue is._x000D_
REPAIR AS NEEDED_x000D_
							_x000D_
Fault Isolation- steps taken to troubleshoot maintenance issue.	_x000D_
USED VISUAL AND ELECTRONIC CHECKS TO VERIFY OPERATION OF EQUIPMENT.	_x000D_
							_x000D_
Corrective Action- steps take to correct maintenance issue_x000D_
10-17-15 DAB  REPAIRED BROKEN CONNECTIONS ON CABLING AND REPLACED DEFECTIVE SWITCH."
349,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR6904850,TAG 121938 REPAIR AS NEEDED,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2015-06-16 14:10:30.0000000,2015-10-07 10:30:32.0000000,112.8472,7,Not applicable to Material Items,860000,"CABLE AY., PWR & TRIG.",Not required for Material items,Repaired at Bench,0,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,No parts issued from Inventory,No parts issued to workorder,No parts issued to workorder,No Parts Issued from Inventory,No Parts Issued from Inventory,Fair Wear and Tear,No Parts Issued from Inventory,1,"Symptom- REPAIR AS NEEDED_x000D_
							_x000D_
Fault Isolation- TESTED WITH METER, TESTED ON TEST BED	_x000D_
_x000D_
							_x000D_
Corrective Action- REPAIRED J 1 CONNECTOR, RFI"
350,SS,AT,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR6904851,TAG 121941 REPAIR AS NEEDED,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2015-06-16 14:10:31.0000000,2015-10-07 12:46:02.0000000,112.9416,7,Not applicable to Material Items,860000,"CABLE AY., PWR & TRIG.",Not required for Material items,Pulled from Storeroom,10,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,M22759/11-26-9,"WIRE, 26AWG 500' ROLL",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,2,"Symptom- what the maintenance issue is._x000D_
REPAIR AS NEEDED_x000D_
							_x000D_
Fault Isolation- steps taken to troubleshoot maintenance issue.	SOLDER JOINT BROKEN INSIDE OF SWITCH BOX. CABLE WORN / FRAYED NEAR CONNECTOR. CONTINUITY DISRUPTED.	_x000D_
_x000D_
							_x000D_
Corrective Action- steps take to correct maintenance issue: REMOVED WORN AND FRAYED AREAS OF CABLE. PULLED BACK AND RE-APPLIED TO CONNECTOR. CUT BACK CABLE AND PUT FRESH PORTION OF CABLE INTO SWITCH BOX AND SOLDERED. _x000D_
_x000D_
TESTED THOROUGHLY. TESTS PASSED._x000D_
_x000D_
[ EK - 10-8-2015 ]_x000D_
RFI"
